biz_name,aspect,positive_aspect_count,negative_aspect_count,positive_aspect_ratio
ShopRite of Bensalem,service,13,6,0.6842105263157895
B Spot Burgers,price,29,9,0.7631578947368421
Medusa Pizzeria,food,140,13,0.9150326797385621
Soulfedphilly,ambience,19,10,0.6551724137931034
Zelda's Cafe & Deli,service,46,6,0.8846153846153846
Keel Farms,food,39,16,0.7090909090909091
Fat Dan's Deli,service,198,24,0.8918918918918919
ShopRite of Gibbstown,service,7,4,0.6363636363636364
Brodeur's on State Street,ambience,13,0,1.0
Earl of Sandwich,service,34,3,0.918918918918919
Happy Chicken,ambience,9,3,0.75
TM Breads & Pastries,ambience,39,4,0.9069767441860465
Seattle Teriyaki House,food,13,0,1.0
Fresco Italian Cafe on the Canal,food,202,14,0.9351851851851852
Lulu's Local Eatery,price,69,8,0.8961038961038961
The Gardens At Bear Canyon,ambience,7,7,0.5
Don's Deli and Catering,food,40,6,0.8695652173913043
Super Taqueria,service,54,13,0.8059701492537313
Byrne's Tavern,ambience,32,4,0.8888888888888888
Mae's Chinese Restaurant,food,95,14,0.8715596330275229
Off the Hook Seafood & Grill,food,55,23,0.7051282051282052
Taqueria Corona,ambience,9,1,0.9
Brunics,food,49,8,0.8596491228070176
Havana Restaurant & Bar,service,139,39,0.7808988764044944
Mizu,ambience,19,7,0.7307692307692307
Core De Roma,service,62,14,0.8157894736842105
Kojaks House of Ribs,price,76,4,0.95
Pizza Rock,service,62,1,0.9841269841269841
The Mill Juice Shop,price,3,2,0.6
McDonald’s,service,2,1,0.6666666666666666
Osaka Japanese Restaurant,food,338,64,0.8407960199004975
About BBQ,food,14,3,0.8235294117647058
Biaggi's Ristorante Italiano,ambience,77,7,0.9166666666666666
The Main Street Cafe,food,98,7,0.9333333333333333
Tacos With A Twist,price,5,0,1.0
Tim Hortons Cafe & Bake Shop,price,7,2,0.7777777777777778
PJ Whelihan's Pub + Restaurant - Horsham,price,5,2,0.7142857142857143
Jack Cawthon's Bar-B-Que,food,343,71,0.8285024154589372
El Jalapeño,food,40,2,0.9523809523809523
J's Wings & Seafood,food,36,1,0.972972972972973
China One,service,49,4,0.9245283018867925
Redcrest Fried Chicken,price,16,2,0.8888888888888888
Rebel Taco,ambience,4,0,1.0
Ristorante Firenze,food,22,2,0.9166666666666666
China Chef,price,2,0,1.0
Captain Sal's Seafood,food,7,12,0.3684210526315789
Margarita House,ambience,22,11,0.6666666666666666
Country Skillet,service,61,8,0.8840579710144928
China Keng,food,7,4,0.6363636363636364
Fulin's Asian Cuisine,ambience,37,18,0.6727272727272727
Comfort & Floyd,ambience,36,0,1.0
Senorita's Mexican Taqueria,ambience,11,2,0.8461538461538461
Foodys Diner and Pizza House,ambience,20,1,0.9523809523809523
Di Vang,food,19,4,0.8260869565217391
Danny's Tomato Pie,price,13,0,1.0
Beach Bites Cafe fla,ambience,3,0,1.0
Arby's Restaurant,food,5,0,1.0
Roadhouse Restaurant,food,17,3,0.85
Saffire,price,34,9,0.7906976744186046
Pampa Brazilian Steakhouse,service,36,3,0.9230769230769231
Bala Thai Bistro,price,13,3,0.8125
Honey Baked Ham Company,food,45,6,0.8823529411764706
Sambol Sri Lankan Kitchen,food,41,10,0.803921568627451
Kai Japanese Cuisine,price,34,0,1.0
Ling & Louie's Asian Bar and Grill,price,13,1,0.9285714285714286
Murphy's Seafood Bar & Grill,price,8,1,0.8888888888888888
Pizza Party,food,13,3,0.8125
Pho Viet Restaurant,ambience,67,21,0.7613636363636364
Bul Go Gi House,food,101,16,0.8632478632478633
J Marinara's,food,48,10,0.8275862068965517
The Irish Mile,service,44,25,0.6376811594202898
La Posada Real Fine Mexican Food,price,26,6,0.8125
BrazBQ Food Truck and Restaurant,food,41,9,0.82
Sasha's,price,31,5,0.8611111111111112
Mugshot Diner,price,15,1,0.9375
El Chico,food,92,36,0.71875
Pizzata Pizzeria,food,83,4,0.9540229885057471
Capitol Restaurant,ambience,7,3,0.7
Jimmy hula's,ambience,20,3,0.8695652173913043
Pizza Heaven,food,38,10,0.7916666666666666
Filomena's Italian Kitchen,price,30,1,0.967741935483871
Turmeric Indian Cuisine,service,65,6,0.9154929577464789
New China Village,food,6,2,0.75
Cacciatori Pizza & Pasta,food,53,5,0.9137931034482759
Cheers Cut,price,12,0,1.0
Cafe Huong Lan,ambience,2,1,0.6666666666666666
Cappy's Pizzeria,service,69,10,0.8734177215189873
Pearl River Restaurant,ambience,8,1,0.8888888888888888
Aviation Grill,service,28,5,0.8484848484848485
10th Street Pub,ambience,8,1,0.8888888888888888
Gulfport Brewery and Eatery,food,31,1,0.96875
Shige Japanese Cuisine,service,67,21,0.7613636363636364
Sushi Kampai Japanese Restaurant,price,32,3,0.9142857142857143
Unique Chinese,service,10,2,0.8333333333333334
Quartermaster Store,service,20,13,0.6060606060606061
Hotel Fiesole,price,7,6,0.5384615384615384
Cafe 900,food,16,11,0.5925925925925926
Dawson's Restaurant & Bar,ambience,20,16,0.5555555555555556
Taqueria Lindo Michoacan,price,0,0,
Copacabana,ambience,12,3,0.8
Plan B Bistro & Bar,ambience,6,0,1.0
Bella Nashville,ambience,19,6,0.76
Pizza206,food,32,4,0.8888888888888888
Swensen's Ice Cream & Grill,price,7,1,0.875
Freddys Frozen Custard & Steakburgers,ambience,1,1,0.5
El Dorado,food,14,5,0.7368421052631579
Riverfront Bakery,food,31,5,0.8611111111111112
East Nashville BBQ Company,service,9,1,0.9
Davis Cookware & Cutlery Shop,ambience,14,3,0.8235294117647058
Gauchos Brazilian Steak House,ambience,21,4,0.84
Dagwood's Deli & Sub Shop,ambience,9,1,0.9
Chloe’s Corner,service,21,0,1.0
Quiznos,ambience,3,3,0.5
Maria's Deli,service,20,3,0.8695652173913043
The Towpath,ambience,6,3,0.6666666666666666
Tate Brothers Pizza,service,9,0,1.0
Grille One Nine,price,46,6,0.8846153846153846
Libertee Grounds,ambience,32,0,1.0
Red Bench Pizza,price,11,1,0.9166666666666666
Cafe Palermo,food,29,4,0.8787878787878788
Three B's Burger & Wine Bar,price,28,5,0.8484848484848485
Scotch Bonnets Restaurant & Catering,food,8,3,0.7272727272727273
Tokyo Express,service,30,2,0.9375
Parts Of Paris,price,29,3,0.90625
Shane's Rib Shack,ambience,4,2,0.6666666666666666
Kally K's Steakery & Fishery,service,26,6,0.8125
Burt's Burgers N Beers,price,15,3,0.8333333333333334
Toscana 52,price,64,15,0.810126582278481
Satay Thai,service,47,5,0.9038461538461539
Greenhill Deli-Pizza,price,2,0,1.0
Queen Chinese Restaurant,ambience,4,2,0.6666666666666666
Takumi Sushi Hibachi,service,11,0,1.0
Soul Food Street Kitchen,food,32,6,0.8421052631578947
4 Seasons Grill Mexican Restaurant,price,1,0,1.0
Kaldi's Coffee,service,56,2,0.9655172413793104
Naruto Sushi,service,8,1,0.8888888888888888
Waypoint Bar and Grill,service,8,1,0.8888888888888888
Roly Poly Sandwiches,food,9,2,0.8181818181818182
La Lagosta,ambience,3,0,1.0
Burrito Bandido,service,14,0,1.0
Tex-Mex Burrito,ambience,4,0,1.0
Fuji Sushi,service,3,2,0.6
Green Room,service,12,6,0.6666666666666666
Riverfront Market,ambience,6,0,1.0
Trattoria della Famiglia,food,5,2,0.7142857142857143
Gemelli on Main,ambience,11,1,0.9166666666666666
Rincon Market,service,55,14,0.7971014492753623
Los Arboles Bar & Grill,service,4,1,0.8
Vons Chicken,service,10,6,0.625
Pearly's Beach Eats,food,12,1,0.9230769230769231
Omikoshi Japanese Restaurant,food,9,1,0.9
Amnesia Pub,ambience,2,2,0.5
Sea Lect Seafood,ambience,13,3,0.8125
Oasis Shisha Lounge,service,10,0,1.0
Chicago's Pizza McCordsville,food,29,2,0.9354838709677419
Monstah Lobstah,food,40,10,0.8
Two Chicks South,price,14,1,0.9333333333333333
Bella Fiona Ristorante,ambience,8,0,1.0
Longshore Breakfast and Lunch,price,4,0,1.0
Toto's Gelateria Caffe,price,4,0,1.0
dolce Zola,price,16,1,0.9411764705882353
Ziggy's Pizzaria,price,3,0,1.0
Ristorante Toscano,ambience,19,4,0.8260869565217391
Dominos Pizza,food,2,0,1.0
Trattoria Milano,ambience,7,0,1.0
Mauceri's Pizza Pasta & Steaks,service,3,2,0.6
Chutneys Indian Grill,service,8,0,1.0
UFO Pizza,price,5,1,0.8333333333333334
El Comal,ambience,10,2,0.8333333333333334
Shang Hai 1,price,64,4,0.9411764705882353
Capital Pizza & Steakhouse,service,2,3,0.4
Wing Factory,price,1,3,0.25
Carino's Italian Ristorante,price,7,4,0.6363636363636364
Soda Jerks,ambience,0,0,
OCI Bar & Grill,ambience,18,6,0.75
Di Stefano Country Store,ambience,0,0,
Cheeseburger in Paradise,service,15,2,0.8823529411764706
Joe Mama's Grill,food,14,3,0.8235294117647058
Thai Taste Restaurant,service,14,3,0.8235294117647058
Krystal,price,1,0,1.0
Deli on a Roll,service,2,0,1.0
Antonietti Pizzeria,ambience,9,3,0.75
I Tea,ambience,22,4,0.8461538461538461
Parkers' Prime,ambience,8,2,0.8
Joe Santucci's Square Pizza,service,4,0,1.0
French Quarter Pizzeria and Bar,food,15,2,0.8823529411764706
La Fusion ,food,25,5,0.8333333333333334
The Bistro on Broad Street,food,8,3,0.7272727272727273
Santino's Tap & Table,ambience,6,0,1.0
Pita House,service,10,0,1.0
ZEPS Pizza & Shish Kabobs,price,2,0,1.0
Twistee Treat - Pinellas Park,ambience,1,0,1.0
Soochow Chinese Restaurant,ambience,24,8,0.75
Barone's How U Doin' Deli & Grocery,food,13,0,1.0
Thien An Restaurant,price,4,1,0.8
Upper Dublin Bagel Squad,ambience,1,1,0.5
Currito Burritos Without Borders,ambience,1,3,0.25
Otts Tavern & Millstadt Fish Stand,price,2,2,0.5
Bravo Cucina Italiana,ambience,11,0,1.0
China Spring,price,9,2,0.8181818181818182
Sneaky Pickle,,55,4,0.9322033898305084
Gogi Korean Restaurant,,75,16,0.8241758241758241
Lobster Haven,,89,17,0.839622641509434
City House,,237,33,0.8777777777777778
Harbor Seafood & Oyster Bar,,195,39,0.8333333333333334
Cornbread and Coffee,,1,1,0.5
Thai Lanna & Sushi,,33,3,0.9166666666666666
Mai Thai,,77,24,0.7623762376237624
King Dragon,,15,4,0.7894736842105263
Olympia Greek Cuisine,,10,2,0.8333333333333334
Ebisu Sushi Shack,,24,10,0.7058823529411765
Mr. Potato,,8,1,0.8888888888888888
Fito's Taco Shop,,15,1,0.9375
Kona Jacks Fish Market & Sushi Bar,,27,6,0.8181818181818182
Ravanesi Pizzeria Napoletana,,95,8,0.9223300970873787
Akiko Sushi,,1,0,1.0
Exo Roast Co,,44,5,0.8979591836734694
Captain's Pizza,,16,5,0.7619047619047619
A Taste Of Thai Cuisine,,3,4,0.42857142857142855
Antonella's Italian Kitchen,,19,2,0.9047619047619048
Linwood Pizza,,3,0,1.0
"Love, Peace & Pho",,55,16,0.7746478873239436
Bristol Seafood Grill,,141,32,0.815028901734104
Tiffin - South Philadelphia,,24,13,0.6486486486486487
Mamacita's,,3,0,1.0
Gladden and Sons Produce,,15,0,1.0
Caffé Buondí,,53,5,0.9137931034482759
Cocina Azteca,,38,8,0.8260869565217391
Restaurant BT,,47,8,0.8545454545454545
Shan Chuan,,24,7,0.7741935483870968
Mikado Japanese,,36,5,0.8780487804878049
Michaelangelo's,food,12,14,0.46153846153846156
Fortune Star Cuisine,,34,4,0.8947368421052632
Tony Soprano's Pizza,,5,4,0.5555555555555556
Jackson,,5,2,0.7142857142857143
Shula's Steakhouse,,27,16,0.627906976744186
Zwick's Pretzels,,24,2,0.9230769230769231
Los Taquitos De Puebla,,7,1,0.875
Mother's Restaurant,,5,2,0.7142857142857143
Starview Diner,,26,10,0.7222222222222222
Sempre,price,1,0,1.0
Liu Garden,,1,2,0.3333333333333333
Mad Platter Restaurant & Catering,,39,6,0.8666666666666667
Sunny's Chicken,,14,2,0.875
Babas Donair,,2,0,1.0
Sam Hughes Place Championship Dining,,2,5,0.2857142857142857
TD Alfredos Pizzeria,,13,1,0.9285714285714286
Beraca Restaurant,ambience,6,0,1.0
Uno Más Street Tacos + Spirits,,32,10,0.7619047619047619
Mrs Marty's Deli,,7,2,0.7777777777777778
Curry Bowl,,12,1,0.9230769230769231
Pasta Mista,,22,1,0.9565217391304348
Cafe Terra Cotta,,4,0,1.0
Ricky P's Orleans Bistro,ambience,51,25,0.6710526315789473
Kin Wha Garden,,5,2,0.7142857142857143
Old Pro's Table,,6,2,0.75
Greek Legends Restaurant,,3,0,1.0
Amici's Downtown Italian Restaurant,ambience,16,10,0.6153846153846154
The Catbird Seat,ambience,267,28,0.9050847457627119
Irene's,food,1274,144,0.8984485190409027
Bartaco,food,3751,411,0.9012493993272466
Mi Pais,food,215,13,0.9429824561403509
Epice,food,721,66,0.9161372299872935
Lona's Lil Eats,food,869,99,0.8977272727272727
Kid Rock's Big Honky Tonk and Rock n' Roll Steakhouse,food,230,54,0.8098591549295775
Jake's Coastal Cantina,ambience,55,13,0.8088235294117647
Clover Grill,food,632,120,0.8404255319148937
Ewing Diner,price,28,4,0.875
Stanley,food,2830,517,0.8455333134149985
Buffalo Wild Wings,service,581,396,0.5946775844421699
Maize Restaurant,ambience,104,9,0.9203539823008849
Illegal Pete's - Tucson,service,98,17,0.8521739130434782
Barbacoa,service,9,0,1.0
The Original Habit Burger Grill,food,409,56,0.8795698924731182
Pyramids Cafe,food,209,35,0.8565573770491803
The Island Grille & Raw Bar,service,279,51,0.8454545454545455
Siberia,food,62,8,0.8857142857142857
The Fat Ham,service,184,12,0.9387755102040817
Bam!Dog Righteous Hot Dogs,price,52,6,0.896551724137931
The Continental Mid-town,price,210,80,0.7241379310344828
Mimmo's Pizza,food,33,15,0.6875
Chef Ron's Gumbo Stop,price,147,20,0.8802395209580839
Redheaded Stranger,service,60,3,0.9523809523809523
Sun King Brewery,food,366,47,0.8861985472154964
McDougal's Chicken Fingers & Wings,ambience,99,14,0.8761061946902655
La Croisette,service,260,23,0.9187279151943463
Gourmelt,ambience,25,2,0.9259259259259259
La Parrilla Suiza,ambience,84,34,0.711864406779661
Cristino's Coal Oven Pizza,ambience,246,18,0.9318181818181818
Taqueria y Birrieria Aqui es Jalisco,ambience,4,0,1.0
Wok N Roll Restaurant,food,19,11,0.6333333333333333
Bacon Bitch,service,108,7,0.9391304347826087
Jumbo & Delicious,food,335,35,0.9054054054054054
Kingfish,price,125,30,0.8064516129032258
Bahama Breeze,food,437,113,0.7945454545454546
Shish Kebab House of Tucson,food,357,41,0.8969849246231156
Brasserie 73,price,4,2,0.6666666666666666
Casual Clam Restaurant,service,95,7,0.9313725490196079
Berry Field Bistro,food,80,68,0.5405405405405406
Tanuki Kyoto Japanese Cuisine,price,33,6,0.8461538461538461
Kum Fong Restaurant,food,90,18,0.8333333333333334
Montesini Pizza & Pasta Gourmet,food,31,5,0.8611111111111112
The Lucky Well - Spring Arts,food,48,4,0.9230769230769231
Vista Peru,ambience,88,17,0.8380952380952381
Lona's Lil Eats,service,239,5,0.9795081967213115
Mojo Tapas,food,204,28,0.8793103448275862
Pierogi Grill,food,405,43,0.9040178571428571
Thr3e Wise Men Brewing Company,price,56,6,0.9032258064516129
Little Mexico Steakhouse,ambience,17,10,0.6296296296296297
Marshalton Inn,ambience,28,3,0.9032258064516129
Olivette Diner,service,68,9,0.8831168831168831
Da Soli Restaurant,service,63,10,0.863013698630137
612 Kitchen & Cocktails,ambience,46,9,0.8363636363636363
Abel's Del Real Pub & Grill,food,92,5,0.9484536082474226
Kabuto Japanese Steak Seafood & Sushi,food,155,50,0.7560975609756098
Ewing Diner,service,101,16,0.8632478632478633
Lilly's Cocina Loca,ambience,7,4,0.6363636363636364
Sisters Korean Restaurant,ambience,67,14,0.8271604938271605
Datsa Pizza,ambience,13,5,0.7222222222222222
Das Bevo,food,162,51,0.7605633802816901
Fish Wok,service,19,1,0.95
Henrietta Red,ambience,270,18,0.9375
Little Caesars,service,39,26,0.6
Ramen Bar,service,49,7,0.875
Mt Lemmon Cookie Cabin,ambience,58,10,0.8529411764705882
Bob Evans,ambience,91,48,0.6546762589928058
Trattoria Vittorio - Pottsown,food,72,17,0.8089887640449438
Green Chili Bistro,food,42,11,0.7924528301886793
Thai Basil Bistro,food,149,18,0.8922155688622755
Chop Steakhouse & Bar,food,128,29,0.8152866242038217
Enoteca Tredici,service,120,7,0.9448818897637795
Totopos,food,17,1,0.9444444444444444
Bamiyan Kabob,service,4,3,0.5714285714285714
Hyderabad House,service,61,28,0.6853932584269663
Nudy's Bridge Street Café - Phoenixville,food,134,31,0.8121212121212121
Catty Shack,price,11,1,0.9166666666666666
La23 Bbq,service,43,1,0.9772727272727273
Luna Rossa Biagio Lamberti,ambience,38,10,0.7916666666666666
Bistro La Baia,ambience,100,21,0.8264462809917356
Couvant,ambience,47,6,0.8867924528301887
Sarita's Grill,food,283,38,0.881619937694704
Bricks Café,ambience,15,2,0.8823529411764706
Hoopty's Pizza & Pasta,ambience,18,2,0.9
Shenanigan's Old English Pub,service,123,9,0.9318181818181818
Ding Tea Tampa,food,52,11,0.8253968253968254
Mullet's Fish Camp & Market,food,87,12,0.8787878787878788
Jade Spice,food,66,10,0.868421052631579
Discovery Indian Cuisine,service,17,2,0.8947368421052632
Metro Nightclub & Restaurant,food,58,6,0.90625
El Mezcal,ambience,1,0,1.0
Jersey Java and Tea,ambience,124,22,0.8493150684931506
Hole In One,food,13,0,1.0
Golden Dragon Restaurant,ambience,16,7,0.6956521739130435
Lorenzo's Trattoria Italiana & Pizzeria,food,32,1,0.9696969696969697
Grille One Sixteen,service,133,14,0.9047619047619048
Amalfi Ristorante Italiano,price,8,1,0.8888888888888888
Sushi Bistro,ambience,40,4,0.9090909090909091
Little Spoon Cafe,price,50,6,0.8928571428571429
Taqueria El Bronco,service,102,11,0.9026548672566371
REBAR COFFEE + KTCHN,ambience,68,7,0.9066666666666666
Bro's Cajun Cuisine,food,197,60,0.7665369649805448
Ruby River Steakhouse,ambience,172,55,0.7577092511013216
Orchid Thai & Sushi,service,20,6,0.7692307692307693
Giovanni's,food,32,7,0.8205128205128205
Filomena's Italian Kitchen,ambience,26,1,0.9629629629629629
Syberg's O'Fallon,price,12,2,0.8571428571428571
Tsunami Sushi & Hibachi Grill,food,231,33,0.875
Dragon Nest,ambience,5,1,0.8333333333333334
Joe's Place,price,13,0,1.0
Full Circle Pizza & Grill,food,92,12,0.8846153846153846
The Sandwich Cafe,food,7,4,0.6363636363636364
Tim Hortons,price,8,2,0.8
D-K Diner,food,37,14,0.7254901960784313
Abyssinia Ethiopian,ambience,9,2,0.8181818181818182
High Street Philadelphia,service,447,28,0.9410526315789474
Sushi Lin,service,36,2,0.9473684210526315
Cooper House,price,8,5,0.6153846153846154
Imo's Pizza Twin Oaks,food,25,13,0.6578947368421053
Bao & Noodle,service,71,11,0.8658536585365854
Darrell and Sharon's Park Street Diner,food,20,3,0.8695652173913043
Emilios Ristorante & Bar,food,79,35,0.6929824561403509
Rudee's Thai Cuisine,ambience,22,1,0.9565217391304348
Siam Square,price,103,20,0.8373983739837398
Meltkraft At Reading Terminal Market,ambience,30,8,0.7894736842105263
Suis Generis,ambience,39,6,0.8666666666666667
Mama Francesa Pizzeria & Trattoria,food,25,6,0.8064516129032258
La Casita Taqueria,price,41,8,0.8367346938775511
Hog Heaven,ambience,39,19,0.6724137931034483
Mark Pi's China Gate,ambience,18,2,0.9
Machi Sushi Bar,service,88,8,0.9166666666666666
Bul Go Gi House,ambience,19,2,0.9047619047619048
Mason's,ambience,43,15,0.7413793103448276
OwowCow Creamery,food,162,8,0.9529411764705882
Catherine's Restaurant,food,111,15,0.8809523809523809
Red Habanero,food,235,56,0.8075601374570447
Joe Pesce,ambience,7,1,0.875
Ruby Buffet,service,59,25,0.7023809523809523
Don Taco Mexican Restaurant,service,37,3,0.925
Portillo's - Tampa,service,97,21,0.8220338983050848
Dolphin Diner,food,23,21,0.5227272727272727
Little Cairo Cafe,food,133,13,0.910958904109589
Maliwan,food,44,1,0.9777777777777777
China Spring,service,26,0,1.0
Bad Boy Burgers 2,service,11,2,0.8461538461538461
The Mason Jar,service,28,5,0.8484848484848485
Ba-Dar,service,95,11,0.8962264150943396
Jamaican D's,service,36,5,0.8780487804878049
Pomme Restaurant,food,27,8,0.7714285714285715
Sushi Brothers,price,62,6,0.9117647058823529
Ruma's Deli,food,30,10,0.75
Twisted Biscuit Brunch,service,32,3,0.9142857142857143
Theo's Neighborhood Pizza,ambience,40,9,0.8163265306122449
R&R BBQ,food,123,51,0.7068965517241379
Eat-a-Burger,price,2,1,0.6666666666666666
Red Apple Chinese Restaurant,food,28,4,0.875
Mr Sushi,service,91,10,0.900990099009901
Rincon Mountain Grill,food,51,21,0.7083333333333334
Villa Deli,ambience,6,2,0.75
Transcend Coffee - Ritchie Market,food,31,3,0.9117647058823529
Lukes Coney Island,food,27,0,1.0
HOSHI'S,food,16,3,0.8421052631578947
Michaelangelo's Pizza Restaurant,ambience,18,1,0.9473684210526315
Denny's,price,38,16,0.7037037037037037
Tony's Pizza Palace,food,54,5,0.9152542372881356
Master Pieza Gourmet Pieza,ambience,7,0,1.0
Gyro Zone,ambience,36,1,0.972972972972973
Misconduct Tavern,service,81,28,0.7431192660550459
Graze 1910,price,20,5,0.8
Zackie's Original Hot Dog,ambience,15,1,0.9375
Tostones,ambience,13,1,0.9285714285714286
Maria's Mexican Restaurant,price,18,0,1.0
Dan Dan - Ardmore,food,29,10,0.7435897435897436
Pumpernickles Delicatessen,price,14,3,0.8235294117647058
Bud & Marilyn’s,food,41,8,0.8367346938775511
Half Moon Bar & Grill,ambience,33,10,0.7674418604651163
Happy Joe's Pizza & Ice Cream Parlor,price,7,2,0.7777777777777778
Santa Fe Tapas,ambience,5,8,0.38461538461538464
Teriyaki Corner Japanese Bistro,ambience,16,2,0.8888888888888888
Dierdorf & Hart's Steakhouse,food,38,15,0.7169811320754716
Sweetberry Royersford,food,16,5,0.7619047619047619
Gokul Snacks & Sweets,service,23,4,0.8518518518518519
